

"Alarm Records -- Current Alarms"
"Save Time: 16/07/2024 18:34:07"
"Username: jzambrano"
"Alarm status = Acknowledged and uncleared,Unacknowledged and uncleared."

" ","Severity","Alarm Source","Name","Last Occurred (NT)","MO Name","Location Information","Occurrence Times","First Occurred (NT)","Cleared On (NT)","Acknowledged On (ST)","RRU Name","Alarm ID","Cleared By","Acknowledged By","BBU Name","NE Type","Clearance Status","Acknowledgement Status","eNodeB ID","User Label","Log Serial Number"
"Root alarm","Major","COT_SIG_SIMAHURCO_UL","SCTP Link Fault","16/07/2024 16:31:00","Link No.=74699","Link No.=74699, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11109, Peer IP Address=10.52.26.105, Service Type=X2-AP","1","16/07/2024 16:31:00","		-","		-","		-","25888","		-","		-","COT_SIG_SIMAHURCO_UL","BTS5900","Uncleared","Unacknowledged","44699","		-","240773678"
"Root alarm","Major","PIC_UIO_ARMENIA_BAJA_UL","SCTP Link Fault","16/07/2024 16:30:50","Link No.=78403","Link No.=78403, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44214, Peer IP Address=10.41.92.65, Service Type=X2-AP","1","16/07/2024 16:30:50","		-","		-","		-","25888","		-","		-","PIC_UIO_ARMENIA_BAJA_UL","BTS5900","Uncleared","Unacknowledged","44343","		-","240773657"
"Root alarm","Major","PIC_UIO_MODELO_UL","SCTP Link Fault","16/07/2024 16:30:50","Link No.=79068","Link No.=79068, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43539, Peer IP Address=10.41.94.141, Service Type=X2-AP","1","16/07/2024 16:30:50","		-","		-","		-","25888","		-","		-","PIC_UIO_MODELO_UL","BTS5900","Uncleared","Unacknowledged","44434","		-","240773656"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","16/07/2024 16:30:50","Link No.=74141","Link No.=74141, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44699, Peer IP Address=10.41.99.5, Service Type=X2-AP","1","16/07/2024 16:30:50","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240773655"
"Root alarm","Major","PIC_UIO_ECASA_UL","SCTP Link Fault","16/07/2024 16:30:50","Link No.=72848","Link No.=72848, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44164, Peer IP Address=10.41.84.17, Service Type=X2-AP","1","16/07/2024 16:30:50","		-","		-","		-","25888","		-","		-","PIC_UIO_ECASA_UL","BTS5900","Uncleared","Unacknowledged","44442","		-","240773654"
"Root alarm","Major","PI_UIO_CUMBAYA_ESTE_UL","SCTP Link Fault","16/07/2024 16:30:36","Link No.=70009","Link No.=70009, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43916, Peer IP Address=10.41.100.53, Service Type=X2-AP","1","16/07/2024 16:30:36","		-","		-","		-","25888","		-","		-","PI_UIO_CUMBAYA_ESTE_UL","BTS3900","Uncleared","Unacknowledged","44066","		-","240773627"
"Root alarm","Major","L_GUA11261_GUA_PUN_ENTRE_RIOS","SCTP Link Fault","16/07/2024 16:30:30","Link No.=71239","Link No.=71239, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-55368, Peer IP Address=10.51.70.177, Service Type=X2-AP","1","16/07/2024 16:30:30","		-","		-","		-","25888","		-","		-","L_GUA11261_GUA_PUN_ENTRE_RIOS","BTS3900 LTE","Uncleared","Unacknowledged","11261","		-","240773620"
"Root alarm","Major","PAS_PAS_CALVARIO_UL","SCTP Link Fault","16/07/2024 16:30:20","Link No.=70082","Link No.=70082, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43612, Peer IP Address=10.41.92.249, Service Type=X2-AP","1","16/07/2024 16:30:20","		-","		-","		-","25888","		-","		-","PAS_PAS_CALVARIO_UL","BTS5900","Uncleared","Unacknowledged","44909","		-","240773606"
"Root alarm","Major","PIC_UIO_YANAZARAPATA_UL","SCTP Link Fault","16/07/2024 16:30:20","Link No.=70044","Link No.=70044, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44066, Peer IP Address=10.41.88.57, Service Type=X2-AP","1","16/07/2024 16:30:20","		-","		-","		-","25888","		-","		-","PIC_UIO_YANAZARAPATA_UL","BTS5900","Uncleared","Unacknowledged","43916","		-","240773601"
"Root alarm","Major","PIC_UIO_TOLONTAG_UL","SCTP Link Fault","16/07/2024 16:29:55","Link No.=70091","Link No.=70091, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44237, Peer IP Address=10.41.94.205, Service Type=X2-AP","1","16/07/2024 16:29:55","		-","		-","		-","25888","		-","		-","PIC_UIO_TOLONTAG_UL","BTS5900","Uncleared","Unacknowledged","43914","		-","240773532"
"Root alarm","Major","PIC_UIO_TOLONTAG_UL","SCTP Link Fault","16/07/2024 16:29:55","Link No.=70090","Link No.=70090, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44158, Peer IP Address=10.41.92.217, Service Type=X2-AP","1","16/07/2024 16:29:55","		-","		-","		-","25888","		-","		-","PIC_UIO_TOLONTAG_UL","BTS5900","Uncleared","Unacknowledged","43914","		-","240773531"
"Root alarm","Major","PIC_UIO_TOLONTAG_UL","SCTP Link Fault","16/07/2024 16:29:30","Link No.=70089","Link No.=70089, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44280, Peer IP Address=10.41.95.41, Service Type=X2-AP","1","16/07/2024 16:29:30","		-","		-","		-","25888","		-","		-","PIC_UIO_TOLONTAG_UL","BTS5900","Uncleared","Unacknowledged","43914","		-","240773496"
"Root alarm","Major","STD_STD_CIUDAD_VERDE_UL","SCTP Link Fault","16/07/2024 16:29:15","Link No.=70528","Link No.=70528, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44772, Peer IP Address=10.41.94.237, Service Type=X2-AP","1","16/07/2024 16:29:15","		-","		-","		-","25888","		-","		-","STD_STD_CIUDAD_VERDE_UL","BTS5900","Uncleared","Unacknowledged","43803","		-","240773467"
"Root alarm","Major","PIC_UIO_YANAZARAPATA_UL","SCTP Link Fault","16/07/2024 16:28:50","Link No.=70043","Link No.=70043, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44363, Peer IP Address=10.41.93.113, Service Type=X2-AP","1","16/07/2024 16:28:50","		-","		-","		-","25888","		-","		-","PIC_UIO_YANAZARAPATA_UL","BTS5900","Uncleared","Unacknowledged","43916","		-","240773421"
"Root alarm","Major","PI_UIO_SELVA_ALEGRE_UL","SCTP Link Fault","16/07/2024 16:28:42","Link No.=70163","Link No.=70163, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43916, Peer IP Address=10.41.100.53, Service Type=X2-AP","1","16/07/2024 16:28:42","		-","		-","		-","25888","		-","		-","PI_UIO_SELVA_ALEGRE_UL","BTS3900","Uncleared","Unacknowledged","44363","		-","240773410"
"Root alarm","Major","COT_SIG_CHUQCHILLAN_UL","SCTP Link Fault","16/07/2024 16:28:40","Link No.=70364","Link No.=70364, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11373, Peer IP Address=10.52.27.205, Service Type=X2-AP","1","16/07/2024 16:28:40","		-","		-","		-","25888","		-","		-","COT_SIG_CHUQCHILLAN_UL","BTS5900","Uncleared","Unacknowledged","44706","		-","240773409"
"Root alarm","Major","L_GUA11373_SAN_GABRIEL_1","SCTP Link Fault","16/07/2024 16:28:26","Link No.=70017","Link No.=70017, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44706, Peer IP Address=10.41.100.105, Service Type=X2-AP","1","16/07/2024 16:28:26","		-","		-","		-","25888","		-","		-","L_GUA11373_SAN_GABRIEL_1","BTS3900 LTE","Uncleared","Unacknowledged","11373","		-","240773388"
"Root alarm","Major","PIC_UIO_CHAMIZAL_UL","SCTP Link Fault","16/07/2024 16:28:25","Link No.=70148","Link No.=70148, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43506, Peer IP Address=10.41.94.5, Service Type=X2-AP","1","16/07/2024 16:28:25","		-","		-","		-","25888","		-","		-","PIC_UIO_CHAMIZAL_UL","BTS5900","Uncleared","Unacknowledged","44430","		-","240773393"
"Root alarm","Major","IMB_IBA_COCHAS_UL","SCTP Link Fault","16/07/2024 16:28:25","Link No.=70603","Link No.=70603, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43567, Peer IP Address=10.41.92.141, Service Type=X2-AP","1","16/07/2024 16:28:25","		-","		-","		-","25888","		-","		-","IMB_IBA_COCHAS_UL","BTS5900","Uncleared","Unacknowledged","43750","		-","240773389"
"Root alarm","Major","PIC_UIO_SANTA_ANA_ALTA_UL","SCTP Link Fault","16/07/2024 16:27:35","Link No.=74680","Link No.=74680, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43587, Peer IP Address=10.41.94.65, Service Type=X2-AP","1","16/07/2024 16:27:35","		-","		-","		-","25888","		-","		-","PIC_UIO_SANTA_ANA_ALTA_UL","BTS5900","Uncleared","Unacknowledged","44334","		-","240773277"
"Root alarm","Minor","RNC42","SCTP Link Fault","16/07/2024 16:27:12","SRN=3, SN=26, SCTPLNKN=203, SCTP Link ID=3260203","Subrack No.=3, Slot No.=26, Subsystem No.=1, SCTP Link ID=3260203, SCTP Link No.=203, Interface Type=Iub, NodeB ID=2148, NodeB Name=AZU_CUE_MILLENIUM_U, Alarm Cause=Link initial config","1","16/07/2024 16:27:12","		-","		-","		-","21541","		-","		-","		-","BSC6900 UMTS","Uncleared","Unacknowledged","		-","		-","240772988"
"Root alarm","Minor","RNC42","SCTP Link Fault","16/07/2024 16:27:10","SRN=3, SN=26, SCTPLNKN=202, SCTP Link ID=3260202","Subrack No.=3, Slot No.=26, Subsystem No.=1, SCTP Link ID=3260202, SCTP Link No.=202, Interface Type=Iub, NodeB ID=2148, NodeB Name=AZU_CUE_MILLENIUM_U, Alarm Cause=Link initial config","1","16/07/2024 16:27:10","		-","		-","		-","21541","		-","		-","		-","BSC6900 UMTS","Uncleared","Unacknowledged","		-","		-","240772985"
"Root alarm","Major","PIC_UIO_SANTA_ANA_ALTA_UL","SCTP Link Fault","16/07/2024 16:27:05","Link No.=74679","Link No.=74679, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44166, Peer IP Address=10.41.87.201, Service Type=X2-AP","1","16/07/2024 16:27:05","		-","		-","		-","25888","		-","		-","PIC_UIO_SANTA_ANA_ALTA_UL","BTS5900","Uncleared","Unacknowledged","44334","		-","240773210"
"Root alarm","Major","PIC_UIO_TOLONTAG_UL","SCTP Link Fault","16/07/2024 16:26:33","Link No.=70088","Link No.=70088, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43901, Peer IP Address=10.41.98.229, Service Type=X2-AP","1","16/07/2024 16:26:33","		-","		-","		-","25888","		-","		-","PIC_UIO_TOLONTAG_UL","BTS5900","Uncleared","Unacknowledged","43914","		-","240773161"
"Root alarm","Major","PIC_UIO_TOLONTAG_UL","SCTP Link Fault","16/07/2024 16:26:30","Link No.=70087","Link No.=70087, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43902, Peer IP Address=10.41.98.233, Service Type=X2-AP","1","16/07/2024 16:26:30","		-","		-","		-","25888","		-","		-","PIC_UIO_TOLONTAG_UL","BTS5900","Uncleared","Unacknowledged","43914","		-","240773155"
"Root alarm","Major","PIC_UIO_SAN_JUAN_TURUBAMBA_UL","SCTP Link Fault","16/07/2024 16:26:16","Link No.=72873","Link No.=72873, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43914, Peer IP Address=10.41.100.33, Service Type=X2-AP","1","16/07/2024 16:26:16","		-","		-","		-","25888","		-","		-","PIC_UIO_SAN_JUAN_TURUBAMBA_UL","BTS5900","Uncleared","Unacknowledged","43901","		-","240773115"
"Root alarm","Major","PIC_UIO_SANTOSPAMBA_UL","SCTP Link Fault","16/07/2024 16:26:15","Link No.=72387","Link No.=72387, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43914, Peer IP Address=10.41.100.33, Service Type=X2-AP","1","16/07/2024 16:26:15","		-","		-","		-","25888","		-","		-","PIC_UIO_SANTOSPAMBA_UL","BTS5900","Uncleared","Unacknowledged","43902","		-","240773112"
"Root alarm","Major","L_GUA11080_CTG_GYE","SCTP Link Fault","16/07/2024 16:26:03","Link No.=75815","Link No.=75815, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51660, Peer IP Address=10.52.60.14, Service Type=X2-AP","1","16/07/2024 16:26:03","		-","		-","		-","25888","		-","		-","L_GUA11080_CTG_GYE","BTS3900 LTE","Uncleared","Unacknowledged","11080","		-","240773014"
"Root alarm","Major","L_GUA11158_COLINAS","SCTP Link Fault","16/07/2024 16:26:03","Link No.=76813","Link No.=76813, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51660, Peer IP Address=10.52.60.14, Service Type=X2-AP","1","16/07/2024 16:26:03","		-","		-","		-","25888","		-","		-","L_GUA11158_COLINAS","BTS3900 LTE","Uncleared","Unacknowledged","11158","		-","240773012"
"Root alarm","Major","TUN_AMB_MOGATO_UL","SCTP Link Fault","16/07/2024 16:26:00","Link No.=71317","Link No.=71317, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44488, Peer IP Address=10.41.98.121, Service Type=X2-AP","1","16/07/2024 16:26:00","		-","		-","		-","25888","		-","		-","TUN_AMB_MOGATO_UL","BTS5900","Uncleared","Unacknowledged","44519","		-","240773007"
"Root alarm","Major","L_GUA11186_URDESA_SUR","SCTP Link Fault","16/07/2024 16:25:47","Link No.=76460","Link No.=76460, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51261, Peer IP Address=10.52.60.90, Service Type=X2-AP","1","16/07/2024 16:25:47","		-","		-","		-","25888","		-","		-","L_GUA11186_URDESA_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11186","		-","240772980"
"Root alarm","Major","PIC_CHI_COTOGCHOA_SUR_UL","SCTP Link Fault","16/07/2024 16:25:10","Link No.=73400","Link No.=73400, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44365, Peer IP Address=10.41.95.57, Service Type=X2-AP","1","16/07/2024 16:25:10","		-","		-","		-","25888","		-","		-","PIC_CHI_COTOGCHOA_SUR_UL","BTS5900","Uncleared","Unacknowledged","43909","		-","240772879"
"Root alarm","Major","L_GUA11367_LA_MARTINA","SCTP Link Fault","16/07/2024 16:24:50","Link No.=72390","Link No.=72390, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-55368, Peer IP Address=10.51.70.177, Service Type=X2-AP","1","16/07/2024 16:24:50","		-","		-","		-","25888","		-","		-","L_GUA11367_LA_MARTINA","BTS3900 LTE","Uncleared","Unacknowledged","11367","		-","240772831"
"Root alarm","Major","PIC_UIO_LA_PRADERA_L","SCTP Link Fault","16/07/2024 16:24:30","Link No.=72177","Link No.=72177, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44042, Peer IP Address=10.41.81.121, Service Type=X2-AP","1","16/07/2024 16:24:30","		-","		-","		-","25888","		-","		-","PIC_UIO_LA_PRADERA_L","BTS5900","Uncleared","Unacknowledged","43245","		-","240772805"
"Root alarm","Major","L_GUA11103_TERRA_SOL","SCTP Link Fault","16/07/2024 16:24:26","Link No.=74038","Link No.=74038, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51356, Peer IP Address=10.52.55.86, Service Type=X2-AP","1","16/07/2024 16:24:26","		-","		-","		-","25888","		-","		-","L_GUA11103_TERRA_SOL","BTS3900 LTE","Uncleared","Unacknowledged","11103","		-","240772801"
"Root alarm","Major","PI_UIO_GONZALES_SUAREZ_UL","SCTP Link Fault","16/07/2024 16:24:21","Link No.=70059","Link No.=70059, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43245, Peer IP Address=10.41.100.145, Service Type=X2-AP","1","16/07/2024 16:24:21","		-","		-","		-","25888","		-","		-","PI_UIO_GONZALES_SUAREZ_UL","BTS3900","Uncleared","Unacknowledged","44042","		-","240772783"
"Root alarm","Major","PIC_UIO_SANTA_ANA_ALTA_UL","SCTP Link Fault","16/07/2024 16:23:40","Link No.=74678","Link No.=74678, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44034, Peer IP Address=10.41.92.69, Service Type=X2-AP","1","16/07/2024 16:23:40","		-","		-","		-","25888","		-","		-","PIC_UIO_SANTA_ANA_ALTA_UL","BTS5900","Uncleared","Unacknowledged","44334","		-","240772685"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","16/07/2024 16:23:03","Link No.=76937","Link No.=76937, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11275, Peer IP Address=10.52.26.169, Service Type=X2-AP","1","16/07/2024 16:23:03","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240772604"
"Root alarm","Major","PIC_UIO_SAN_JUAN_TURUBAMBA_UL","SCTP Link Fault","16/07/2024 16:23:00","Link No.=72872","Link No.=72872, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43506, Peer IP Address=10.41.94.5, Service Type=X2-AP","1","16/07/2024 16:23:00","		-","		-","		-","25888","		-","		-","PIC_UIO_SAN_JUAN_TURUBAMBA_UL","BTS5900","Uncleared","Unacknowledged","43901","		-","240772603"
"Root alarm","Major","L_GUA11393_DURAN_ABEL_GILBERT","SCTP Link Fault","16/07/2024 16:22:50","Link No.=72676","Link No.=72676, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11685, Peer IP Address=10.52.28.41, Service Type=X2-AP","1","16/07/2024 16:22:50","		-","		-","		-","25888","		-","		-","L_GUA11393_DURAN_ABEL_GILBERT","BTS3900 LTE","Uncleared","Unacknowledged","11393","		-","240772583"
"Root alarm","Major","SUC_CAS_JAMBELI_UL","SCTP Link Fault","16/07/2024 16:22:40","Link No.=70035","Link No.=70035, Description=eNodeB:MCC_740 MNC_02 eNodeBId_43305, Peer IP Address=10.41.95.133, Service Type=X2-AP","1","16/07/2024 16:22:40","		-","		-","		-","25888","		-","		-","SUC_CAS_JAMBELI_UL","BTS5900","Uncleared","Unacknowledged","44803","		-","240772559"
"Root alarm","Major","PIC_CHI_PASAJE_SAN_BLAS_UL","SCTP Link Fault","16/07/2024 16:22:36","Link No.=70282","Link No.=70282, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44434, Peer IP Address=10.52.28.169, Service Type=X2-AP","1","16/07/2024 16:22:36","		-","		-","		-","25888","		-","		-","PIC_CHI_PASAJE_SAN_BLAS_UL","BTS3900","Uncleared","Unacknowledged","43561","		-","240772544"
"Root alarm","Major","PIC_UIO_YANAZARAPATA_UL","SCTP Link Fault","16/07/2024 16:22:35","Link No.=70042","Link No.=70042, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43600, Peer IP Address=10.41.94.61, Service Type=X2-AP","1","16/07/2024 16:22:35","		-","		-","		-","25888","		-","		-","PIC_UIO_YANAZARAPATA_UL","BTS5900","Uncleared","Unacknowledged","43916","		-","240772538"
"Root alarm","Major","PIC_UIO_CUSCUNGO_UL","SCTP Link Fault","16/07/2024 16:22:21","Link No.=70167","Link No.=70167, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43916, Peer IP Address=10.41.100.53, Service Type=X2-AP","1","16/07/2024 16:22:21","		-","		-","		-","25888","		-","		-","PIC_UIO_CUSCUNGO_UL","BTS3900","Uncleared","Unacknowledged","43600","		-","240772510"
"Root alarm","Major","PIC_UIO_MODELO_UL","SCTP Link Fault","16/07/2024 16:22:10","Link No.=79067","Link No.=79067, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44849, Peer IP Address=10.41.93.217, Service Type=X2-AP","1","16/07/2024 16:22:10","		-","		-","		-","25888","		-","		-","PIC_UIO_MODELO_UL","BTS5900","Uncleared","Unacknowledged","44434","		-","240772491"
"Root alarm","Major","PIC_UIO_LAY_CUZUBAMBA_UL","SCTP Link Fault","16/07/2024 16:22:10","Link No.=73387","Link No.=73387, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44049, Peer IP Address=10.41.89.201, Service Type=X2-AP","1","16/07/2024 16:22:10","		-","		-","		-","25888","		-","		-","PIC_UIO_LAY_CUZUBAMBA_UL","BTS5900","Uncleared","Unacknowledged","44331","		-","240772482"
"Root alarm","Major","PIC_CHI_PUENTE_TRES_L","SCTP Link Fault","16/07/2024 16:21:40","Link No.=70059","Link No.=70059, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44430, Peer IP Address=10.52.28.117, Service Type=X2-AP","1","16/07/2024 16:21:40","		-","		-","		-","25888","		-","		-","PIC_CHI_PUENTE_TRES_L","BTS5900 LTE","Uncleared","Unacknowledged","44180","		-","240772411"
"Root alarm","Major","L_GUA11425_GUA_DUR_VIA_YAGUACHI","SCTP Link Fault","16/07/2024 16:21:37","Link No.=71733","Link No.=71733, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51261, Peer IP Address=10.52.60.90, Service Type=X2-AP","1","16/07/2024 16:21:37","		-","		-","		-","25888","		-","		-","L_GUA11425_GUA_DUR_VIA_YAGUACHI","BTS3900 LTE","Uncleared","Unacknowledged","11425","		-","240772395"
"Root alarm","Major","PIC_UIO_TANLAHUA_UL","SCTP Link Fault","16/07/2024 16:21:15","Link No.=73435","Link No.=73435, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44074, Peer IP Address=10.41.81.217, Service Type=X2-AP","1","16/07/2024 16:21:15","		-","		-","		-","25888","		-","		-","PIC_UIO_TANLAHUA_UL","BTS5900","Uncleared","Unacknowledged","43903","		-","240772343"
"Root alarm","Major","L_GUA11186_URDESA_SUR","SCTP Link Fault","16/07/2024 16:21:09","Link No.=76459","Link No.=76459, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51062, Peer IP Address=10.52.56.162, Service Type=X2-AP","1","16/07/2024 16:21:09","		-","		-","		-","25888","		-","		-","L_GUA11186_URDESA_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11186","		-","240772321"
"Root alarm","Major","PI_UIO_LA_MORITA_UL","SCTP Link Fault","16/07/2024 16:21:06","Link No.=70160","Link No.=70160, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43903, Peer IP Address=10.52.24.69, Service Type=X2-AP","1","16/07/2024 16:21:06","		-","		-","		-","25888","		-","		-","PI_UIO_LA_MORITA_UL","BTS3900","Uncleared","Unacknowledged","44074","		-","240772313"
"Root alarm","Major","PIC_UIO_YANAZARAPATA_UL","SCTP Link Fault","16/07/2024 16:21:05","Link No.=70040","Link No.=70040, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44015, Peer IP Address=10.41.94.157, Service Type=X2-AP","1","16/07/2024 16:21:05","		-","		-","		-","25888","		-","		-","PIC_UIO_YANAZARAPATA_UL","BTS5900","Uncleared","Unacknowledged","43916","		-","240772312"
"Root alarm","Major","PIC_PUE_PUEMBO_UL","SCTP Link Fault","16/07/2024 16:20:51","Link No.=71062","Link No.=71062, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43916, Peer IP Address=10.41.100.53, Service Type=X2-AP","1","16/07/2024 16:20:51","		-","		-","		-","25888","		-","		-","PIC_PUE_PUEMBO_UL","BTS3900","Uncleared","Unacknowledged","44015","		-","240772283"
"Root alarm","Major","PIC_UIO_YANAZARAPATA_UL","SCTP Link Fault","16/07/2024 16:20:50","Link No.=70039","Link No.=70039, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44036, Peer IP Address=10.41.84.169, Service Type=X2-AP","1","16/07/2024 16:20:50","		-","		-","		-","25888","		-","		-","PIC_UIO_YANAZARAPATA_UL","BTS5900","Uncleared","Unacknowledged","43916","		-","240772279"
"Root alarm","Major","L_GUA11672_GUA_GYE_AQUA_SPRINGS","SCTP Link Fault","16/07/2024 16:20:38","Link No.=71298","Link No.=71298, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11290, Peer IP Address=10.52.27.77, Service Type=X2-AP","1","16/07/2024 16:20:38","		-","		-","		-","25888","		-","		-","L_GUA11672_GUA_GYE_AQUA_SPRINGS","BTS3900 LTE","Uncleared","Unacknowledged","11672","		-","240772265"
"Root alarm","Major","PI_UIO_NAYON_UL","SCTP Link Fault","16/07/2024 16:20:36","Link No.=70130","Link No.=70130, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43916, Peer IP Address=10.41.100.53, Service Type=X2-AP","1","16/07/2024 16:20:36","		-","		-","		-","25888","		-","		-","PI_UIO_NAYON_UL","BTS3900","Uncleared","Unacknowledged","44036","		-","240772262"
"Root alarm","Major","PIC_CHI_VALLE_LA_TOLA_UL","SCTP Link Fault","16/07/2024 16:20:35","Link No.=72767","Link No.=72767, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44367, Peer IP Address=10.41.95.33, Service Type=X2-AP","1","16/07/2024 16:20:35","		-","		-","		-","25888","		-","		-","PIC_CHI_VALLE_LA_TOLA_UL","BTS5900","Uncleared","Unacknowledged","43912","		-","240772260"
"Root alarm","Major","PIC_UIO_LA_PRADERA_L","SCTP Link Fault","16/07/2024 16:20:35","Link No.=72176","Link No.=72176, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44027, Peer IP Address=10.41.80.57, Service Type=X2-AP","1","16/07/2024 16:20:35","		-","		-","		-","25888","		-","		-","PIC_UIO_LA_PRADERA_L","BTS5900","Uncleared","Unacknowledged","43245","		-","240772259"
"Root alarm","Major","PIC_UIO_VIA_PAPALLACTA_QUITO_UL","SCTP Link Fault","16/07/2024 16:20:26","Link No.=70122","Link No.=70122, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43912, Peer IP Address=10.41.100.21, Service Type=X2-AP","1","16/07/2024 16:20:26","		-","		-","		-","25888","		-","		-","PIC_UIO_VIA_PAPALLACTA_QUITO_UL","BTS3900","Uncleared","Unacknowledged","44367","		-","240772250"
"Root alarm","Major","ESM_ELO_SAN_PEDRO_UL","SCTP Link Fault","16/07/2024 16:20:00","Link No.=70089","Link No.=70089, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44624, Peer IP Address=10.41.99.13, Service Type=X2-AP","1","16/07/2024 16:20:00","		-","		-","		-","25888","		-","		-","ESM_ELO_SAN_PEDRO_UL","BTS5900","Uncleared","Unacknowledged","44649","		-","240772210"
"Root alarm","Major","ESM_RIO_ESME_LAGARTOL7","SCTP Link Fault","16/07/2024 16:19:45","Link No.=70332","Link No.=70332, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44649, Peer IP Address=10.41.100.73, Service Type=X2-AP","1","16/07/2024 16:19:45","		-","		-","		-","25888","		-","		-","ESM_RIO_ESME_LAGARTOL7","BTS5900","Uncleared","Unacknowledged","44624","		-","240772188"
"Root alarm","Major","IMB_IBA_LA_REMONTA_UL","SCTP Link Fault","16/07/2024 16:19:31","Link No.=76429","Link No.=76429, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44721, Peer IP Address=10.41.91.1, Service Type=X2-AP","1","16/07/2024 16:19:31","		-","		-","		-","25888","		-","		-","IMB_IBA_LA_REMONTA_UL","BTS5900","Uncleared","Unacknowledged","44749","		-","240772164"
